,NZ1,PITCHE_1,ROLL_1,Delta_Ny_AC,Wy_AC,time_nz_max,Wx_AC,Vx_GRD,delta_pitch,delta_roll,delta_nz
0,3.7864,6.0,5.88,0.3592,8.0,0.44,-1.32,61.7328,-0.31,0.64,3.8205
